6
Rengar,Mordekaiser,Taric,Trundle,Galio,Soraka,Fiora,Tristana,Brand,Tryndamere
Fiora,Varus,Fizz,Cho’Gath,Vayne,Orianna,Diana,Sivir,Jarvan,Leona
Taric,Karma,Thresh,Morgana,Talon,Hecarim,Gragas,Cho’Gath,Pantheon,Mordekaiser
Riven,Rengar,Vayne,Diana,Soraka,Rammus,Janna,Galio,Jax,Singed
Karma,Trundle,Janna,Alistar,Karthus,Vi,Brand,Maokai,Jayce,Mordekaiser
Garen,Mordekaiser,Swain,Shaco,Shyvana,Evelynn,Olaf,Karthus,Teemo,Fiora
Garen,Malphite,Anivia,Sejuani,Miss,Mordekaiser,Maokai,Caitlyn,Nocturne,Viktor,1
Syndra,Vi,Kassadin,Draven,Cassiopeia,Kennen,Sona,Ashe,Shyvana,Fizz,1
Cho'Gath,Urgot,Annie,Akali,Twisted,Rumble,Diana,Riven,Fiora,Galio,1
Corki,Udyr,Fiora,Viktor,Alistar,Thresh,Malphite,Garen,Sivir,Katarina,1
Urgot,Annie,Garen,Soraka,Nasus,Diana,Singed,Nami,Jax,Shen,1
Jarvan,Varus,Draven,Ezreal,Vi,Corki,Twisted,Janna,Darius,Dr.Mundo,2
Elise,Swain,Kennen,Caitlyn,Poppy,Shaco,Gragas,Fiora,Nocturne,Sion,1
Shyvana,Karma,Mordekaiser,Veigar,Jarvan,Kassadin,Jayce,Shaco,Ryze,Diana,2
Nami,Cho'Gath,Sona,Galio,Morgana,Corki,Brand,Malphite,Maokai,Katarina,1
Lux,Nunu,Rumble,Caitlyn,Akali,Brand,Morgana,Nasus,Darius,Nautilus,1
Thresh,Heimerdinger,Morgana,Urgot,Pantheon,Taric,Olaf,Teemo,Hecarim,Mordekaiser,2
Lee,Gragas,Diana,Riven,Hecarim,Malphite,Kennen,Sion,Fiddlesticks,Talon,2
Annie,Akali,Alistar,Nami,Cho'Gath,Elise,Viktor,Varus,Heimerdinger,Mordekaiser,1
Twitch,Veigar,Kennen,Singed,Thresh,Galio,Jax,Shen,Rammus,Blitzcrank,1
Caitlyn,Mordekaiser,Ryze,Lee,Irelia,Urgot,Karthus,Shaco,Thresh,Shen,2
Shen,Shyvana,Urgot,Mordekaiser,Hecarim,Singed,Vayne,Skarner,Kha'Zix,Rammus,2
Nautilus,Urgot,Rumble,Soraka,Mordekaiser,Cho'Gath,Graves,Kayle,Trundle,Nami,2
Shyvana,Malzahar,Gragas,Darius,Trundle,Draven,Nunu,LeBlanc,Vayne,Thresh,2
Fiddlesticks,Kayle,Fiora,Hecarim,Veigar,Urgot,Cho'Gath,Miss,Sona,Taric,2
Corki,Cho'Gath,Evelynn,Shen,Maokai,Malzahar,Garen,Diana,Vi,Twisted,1
Kha'Zix,Viktor,Alistar,Shyvana,Twitch,Karma,Graves,Darius,LeBlanc,Kog'Maw,2
Trundle,Diana,Nidalee,Jarvan,Orianna,Fiora,Mordekaiser,Nautilus,Vi,Dr.Mundo,1
Fiora,Alistar,Nasus,Galio,Tristana,Rammus,Katarina,Twisted,Heimerdinger,Orianna,2
Diana,Galio,Mordekaiser,Talon,Shen,Maokai,Garen,Cho'Gath,Lee,Hecarim,1
Sejuani,Varus,Alistar,Twisted,Pantheon,Nami,Annie,Shaco,Thresh,Evelynn,2
Nami,Taric,Shyvana,Master,Fiora,Akali,Caitlyn,Heimerdinger,Gragas,Jayce,2
Sejuani,Teemo,Karthus,Fizz,Morgana,Brand,Kayle,Thresh,Urgot,Heimerdinger,2
Malzahar,Malphite,Shyvana,Karthus,Twisted,Galio,Mordekaiser,Shaco,Ryze,Rengar,2
Cassiopeia,Fizz,Thresh,Sion,Orianna,Kha'Zix,Galio,Heimerdinger,Vi,Veigar,1
Tryndamere,Alistar,Swain,Tristana,Karma,Trundle,Morgana,Miss,Evelynn,Cho'Gath,1
Shyvana,Irelia,Gragas,Poppy,Sejuani,Twisted,Sivir,Caitlyn,Galio,Fiora,1
Trundle,Thresh,Shen,Maokai,Lee,Nami,Shaco,Pantheon,Sona,Garen,2
Kayle,Vi,Kennen,Evelynn,Ezreal,Anivia,Garen,Miss,Elise,Poppy,1
Singed,Kha'Zix,Annie,LeBlanc,Rammus,Trundle,Viktor,Malzahar,Nami,Ashe,1
Teemo,Heimerdinger,Twitch,Evelynn,Jax,Thresh,Twisted,Nami,Shaco,Miss,1
Riven,Akali,Fiddlesticks,Ezreal,Hecarim,Soraka,Alistar,Nami,Karma,Irelia,1
Heimerdinger,Cassiopeia,Fiddlesticks,Alistar,Gragas,Fiora,Vayne,Viktor,Poppy,Ryze,1
Fiora,Teemo,Rengar,Cassiopeia,Kha'Zix,Garen,Sion,Jarvan,Orianna,Brand,2
Maokai,Nautilus,Trundle,Riven,Sion,Nasus,Pantheon,Elise,Heimerdinger,Kassadin,2
Mordekaiser,Kog'Maw,Draven,Shyvana,Karma,Shaco,Fiora,Trundle,Twisted,Vi,2
Hecarim,Sona,Shaco,Irelia,Draven,LeBlanc,Master,Shen,Karma,Corki,1
Nasus,Akali,Vi,Caitlyn,Sona,Galio,Kassadin,Annie,Elise,Hecarim,2
Skarner,Ashe,Vayne,Orianna,Fiora,Garen,Singed,Draven,Malzahar,Lux,1
Fiora,Nautilus,Kha'Zix,Cho'Gath,Veigar,Karthus,Sona,Caitlyn,Irelia,Lux,1
Shyvana,Morgana,Fiora,Alistar,Shaco,Thresh,Heimerdinger,Corki,Fizz,Nocturne,2
Shaco,Darius,Jayce,Tristana,Lulu,Morgana,Annie,Orianna,Cassiopeia,Nunu,1
Trundle,Blitzcrank,Shaco,Vi,Sion,Nasus,Fiddlesticks,Twisted,Shen,Evelynn,2
Rammus,Lulu,Dr.Mundo,Heimerdinger,Pantheon,Kayle,Poppy,Irelia,Diana,Nocturne,1
Olaf,Rengar,Karma,Lux,Trundle,LeBlanc,Corki,Soraka,Sion,Darius,2
Karthus,Trundle,Nautilus,Shaco,Ezreal,Singed,Kassadin,Kog'Maw,Orianna,Lux,2
Nasus,Tryndamere,Diana,Evelynn,Thresh,Elise,Fiora,Vi,Corki,Ryze,1
Morgana,Katarina,Leona,Thresh,Pantheon,Hecarim,Jayce,Garen,Graves,Fiora,1
Cassiopeia,Sona,Darius,Alistar,Galio,Trundle,Miss,Sivir,Evelynn,Fiora,2
Trundle,Blitzcrank,Garen,Brand,Morgana,Twitch,Diana,Mordekaiser,Kog'Maw,Orianna,1
Ashe,Nami,Shyvana,Corki,Twisted,Master,Gragas,Malphite,Cho'Gath,Jax,2
Lulu,Teemo,Nasus,Katarina,Sion,Gragas,Kayle,Malphite,Trundle,Karthus,2
Gragas,Katarina,Morgana,Akali,Corki,Orianna,Trundle,Sona,Shyvana,Dr.Mundo,2
Caitlyn,Blitzcrank,Cho'Gath,Lee,Nautilus,Nami,Garen,Kha'Zix,Trundle,Ezreal,2
Singed,Nidalee,Twisted,Viktor,Lux,Talon,Morgana,Graves,Vi,Fiora,2
Kha'Zix,Kassadin,Renekton,Viktor,Trundle,Nocturne,Gragas,Diana,Tristana,Thresh,1
Darius,Nidalee,Nami,Orianna,Graves,Sivir,Miss,Cho'Gath,Taric,Rammus,2
Vi,Garen,Sona,Morgana,Malphite,Corki,Skarner,Anivia,Galio,Mordekaiser,2
Twisted,Swain,Orianna,Miss,Lulu,Taric,Shaco,Malphite,Alistar,Morgana,1
Kog'Maw,Mordekaiser,Soraka,Lulu,Sona,Sejuani,Elise,Shaco,Morgana,Vi,1
Akali,Veigar,Ezreal,Kayle,Maokai,Nami,Nunu,Jayce,Twisted,Vi,2
Janna,Jax,Poppy,Nocturne,Corki,Soraka,Irelia,Karthus,Rumble,Annie,1
Garen,Akali,Trundle,Sona,Singed,Nautilus,LeBlanc,Mordekaiser,Shaco,Soraka,2
Trundle,Alistar,Syndra,Sona,Orianna,Fiora,Janna,Twisted,Shen,Shyvana,1
Trundle,Poppy,Heimerdinger,Ezreal,Malphite,Tristana,Corki,Sejuani,Diana,Singed,2
Shen,Fiora,Shyvana,Heimerdinger,Kayle,Sejuani,Kassadin,Kennen,Caitlyn,Diana,2
Nasus,Olaf,Nautilus,Tristana,Master,Dr.Mundo,Veigar,Karthus,Karma,Lulu,1
Ashe,Rammus,Miss,Morgana,Elise,Diana,Amumu,Janna,Shyvana,Ryze,2
Galio,Cho'Gath,Heimerdinger,Fiora,Graves,Akali,Blitzcrank,Tristana,Shaco,Trundle,1
Sona,Nami,Orianna,Twitch,Morgana,Twisted,Tryndamere,Soraka,Lulu,Garen,1
Veigar,Jax,Evelynn,Nasus,Shyvana,Thresh,Trundle,Rumble,Twitch,Ashe,1
Cassiopeia,Tristana,Trundle,Corki,Kayle,Kassadin,Fiora,Akali,Kog'Maw,Fiddlesticks,2
Vayne,Kayle,Viktor,Fiddlesticks,Brand,Cho'Gath,Sejuani,Miss,Annie,Nidalee,2
Brand,Pantheon,Morgana,Fizz,Fiddlesticks,Rumble,Cho'Gath,Nunu,Caitlyn,Rammus,2
Alistar,Riven,Renekton,Malzahar,Shyvana,Lux,Jayce,Vi,Rammus,Janna,1
Kha'Zix,Master,Fiora,Tryndamere,Jax,Trundle,Orianna,Akali,Thresh,Nidalee,2
Taric,Corki,Alistar,Elise,Maokai,Draven,Garen,Orianna,Malphite,Darius,1
Rammus,Pantheon,Karma,Shyvana,Irelia,Shaco,Rumble,Trundle,Viktor,Kassadin,2
Shyvana,Jarvan,Skarner,Sona,Poppy,Rammus,Taric,Kog'Maw,Corki,Mordekaiser,1
Morgana,Mordekaiser,Blitzcrank,Leona,Akali,Kha'Zix,Brand,Malphite,Diana,Udyr,1
Kayle,Blitzcrank,Mordekaiser,Riven,Vayne,Fiora,Diana,Annie,Syndra,Draven,1
Kennen,Shen,Morgana,Blitzcrank,Viktor,Garen,Cho'Gath,Trundle,Shaco,Ashe,2
Alistar,Taric,Varus,Ashe,Cho'Gath,Kayle,Heimerdinger,Soraka,Orianna,Shaco,2
Diana,Draven,Skarner,Sion,Caitlyn,Shyvana,Sivir,Morgana,Nautilus,Nasus,2
Draven,Mordekaiser,Kayle,Morgana,Tristana,Jayce,Shen,Heimerdinger,Fiora,Thresh,2
Kayle,Syndra,Caitlyn,Swain,Twitch,Trundle,Diana,Miss,Ezreal,Fiddlesticks,2
Akali,Galio,Diana,Sona,Shaco,Shyvana,Tryndamere,Renekton,Master,Twisted,1
Karma,Heimerdinger,Sejuani,Ashe,Singed,Miss,Shen,Janna,Diana,Fiddlesticks,2
Shyvana,Corki,Sion,Shaco,Malzahar,LeBlanc,Thresh,Varus,Draven,Sona,2
Mordekaiser,Kennen,Ashe,Blitzcrank,LeBlanc,Thresh,Malphite,Malzahar,Kayle,Rumble,1
Kayle,Leona,Master,Draven,Katarina,Caitlyn,Viktor,Janna,Akali,Jayce,2
Garen,Katarina,Ashe,Urgot,Fizz,Cho'Gath,Sivir,Pantheon,Master,Poppy,2
Trundle,Sona,Karma,Soraka,Pantheon,Cassiopeia,Kennen,Nasus,Gragas,Corki,2
Kha'Zix,Nidalee,Garen,Fiora,Sona,Trundle,Ezreal,Orianna,Rengar,Mordekaiser,1
Diana,Garen,Karma,Shaco,Shen,Gragas,Kayle,Evelynn,Brand,Taric,2
Kog'Maw,Malphite,Ezreal,Annie,Fiora,Jayce,Shyvana,Draven,Gragas,Shaco,1
LeBlanc,Master,Alistar,Cho'Gath,Karthus,Rengar,Trundle,Nami,Ryze,Fiora,2
Jayce,Gragas,Lee,Fiora,Orianna,Twisted,Morgana,Jax,Nasus,Trundle,2
Dr.Mundo,Rammus,Draven,Kha'Zix,Trundle,Brand,Graves,Teemo,Kayle,Tryndamere,1
Evelynn,Thresh,Talon,Graves,Lee,Kassadin,Alistar,Fiora,Kha'Zix,Rammus,1
Caitlyn,Malphite,Singed,Rammus,Viktor,Veigar,Galio,Mordekaiser,Trundle,Thresh,2
Skarner,Tristana,Darius,Katarina,Nocturne,Thresh,Soraka,Lee,Shyvana,Fiora,1
Ezreal,Lux,Vi,Miss,Mordekaiser,Pantheon,Thresh,Shen,Morgana,Fiora,1
Rumble,Cassiopeia,Hecarim,Fiora,Trundle,Gragas,Jayce,Ezreal,Kayle,Karma,1
Evelynn,Alistar,Diana,Ezreal,Karthus,Trundle,Twisted,Corki,Sona,Cassiopeia,1
Cassiopeia,Diana,Thresh,Alistar,Tristana,Katarina,Vi,Pantheon,Garen,Janna,2
Fizz,Jarvan,Graves,Elise,Swain,Kayle,Soraka,Sona,Galio,Orianna,1
Sion,Kayle,Amumu,Orianna,Soraka,Trundle,Malphite,Vi,Gragas,Jax,2
Brand,Veigar,Hecarim,Kayle,Twisted,Ezreal,Urgot,Fiora,Jayce,Morgana,1
Cho'Gath,Brand,Mordekaiser,Master,Fiora,Katarina,Morgana,Rumble,Vi,Lux,1
Heimerdinger,Anivia,Cho'Gath,Thresh,Nami,Trundle,Sion,Fiora,Soraka,Leona,2
Soraka,Tryndamere,Miss,Fiora,Jax,Viktor,Karthus,Shaco,Darius,Cassiopeia,1
Brand,Shen,Trundle,Twisted,Kennen,Sion,Orianna,Hecarim,Lulu,Gragas,2
Rengar,Malphite,Riven,Thresh,Galio,Taric,Brand,Janna,Diana,Tryndamere,1
Trundle,Twisted,Diana,Nasus,Akali,Riven,Kennen,Hecarim,Karma,Jayce,2
Fiora,Draven,Shen,Lee,Tristana,Orianna,Urgot,Alistar,Karthus,LeBlanc,2
Miss,Tryndamere,Fiddlesticks,Shaco,Diana,Fizz,Master,Ezreal,Kog'Maw,Thresh,2
Shen,Kennen,Heimerdinger,Nunu,Evelynn,Shyvana,Vayne,Sion,Thresh,Gragas,1
Kha'Zix,Lee,Nami,Fizz,Kassadin,Shyvana,Fiora,Jayce,Alistar,Urgot,1
Trundle,Akali,Nocturne,Nunu,Sivir,Kayle,Veigar,Corki,Vi,Tristana,2
Shyvana,Sona,Poppy,Swain,Akali,Corki,Darius,Urgot,Hecarim,Master,1
Kha'Zix,Darius,Jayce,Mordekaiser,Karthus,Anivia,Pantheon,Fiora,Orianna,Poppy,1
Morgana,Sion,Udyr,Caitlyn,Jayce,Lulu,Malphite,Fiora,Rumble,Vi,1
Nami,Shyvana,Diana,Tryndamere,Alistar,Orianna,Morgana,Elise,Cassiopeia,Twisted,1
Malphite,Orianna,Diana,Jax,Sona,Olaf,Fiddlesticks,Alistar,Darius,Veigar,1
Corki,Diana,Nami,Anivia,Hecarim,Thresh,Kayle,Lulu,Taric,Brand,2
Nunu,Taric,Jax,Kassadin,Syndra,Thresh,Kayle,Evelynn,Lux,Viktor,1
Vayne,Karma,Heimerdinger,Kog'Maw,Orianna,Shaco,Malphite,Diana,Twisted,Urgot,2
Morgana,Kayle,Graves,Shaco,Lux,Lee,Trundle,Shen,Jarvan,Gragas,1
Leona,Fiora,Urgot,Rumble,Shyvana,Soraka,Nami,Nidalee,Kennen,Viktor,1
Annie,Shyvana,Heimerdinger,Nocturne,Mordekaiser,Brand,Jayce,Irelia,Taric,Singed,1
Gragas,Ryze,Twisted,Thresh,Ashe,Nidalee,Vayne,Vi,Trundle,Twitch,1
Vi,Heimerdinger,Caitlyn,Corki,Thresh,Elise,Kog'Maw,Jax,Brand,Annie,1
Mordekaiser,Nasus,Caitlyn,Trundle,Teemo,Singed,Karthus,Nunu,Morgana,Ashe,1
Sion,Hecarim,Sona,Lee,Caitlyn,Thresh,Diana,Singed,Leona,Evelynn,1
Vi,Kayle,Blitzcrank,Alistar,Galio,Mordekaiser,Rammus,Trundle,Hecarim,Kassadin,2
Gragas,Jax,Corki,Cho'Gath,Riven,Karthus,Sejuani,Mordekaiser,Viktor,Thresh,1
Jayce,Thresh,Maokai,Corki,Akali,Kennen,Elise,Malzahar,Lulu,Fiora,1
Shen,Nocturne,Sona,Morgana,Elise,Leona,Nasus,Mordekaiser,Ashe,Graves,2
Ryze,Fiora,Garen,Malphite,Elise,Lee,Udyr,Mordekaiser,Shyvana,Trundle,2
Heimerdinger,Hecarim,Diana,Tryndamere,Fizz,Lee,Graves,Jayce,Trundle,Vayne,1
Karma,Jax,Elise,Trundle,Akali,Twisted,Katarina,Jayce,Lee,Darius,1
Darius,Morgana,Cho'Gath,Katarina,Twitch,Shaco,Alistar,Veigar,Thresh,Vi,1
Ezreal,Twitch,Fiora,Alistar,Lux,Soraka,Teemo,Tristana,Ryze,Renekton,1
Rengar,Master,Kayle,Diana,Miss,Lulu,Janna,Morgana,Orianna,Vi,2
Jax,Pantheon,Shyvana,Graves,Karthus,Diana,Alistar,Galio,Sona,Karma,2
Kayle,Heimerdinger,Caitlyn,Miss,Ezreal,Lux,Thresh,Mordekaiser,Shyvana,Shen,2
Swain,Twisted,Nocturne,Blitzcrank,Leona,Vayne,Tristana,Alistar,Fiora,Maokai,1
LeBlanc,Rumble,Pantheon,Shaco,Kennen,Veigar,Vi,Fiora,Fizz,Morgana,1
Miss,Shyvana,Thresh,Sejuani,Cho'Gath,Viktor,Darius,Kassadin,Trundle,Caitlyn,2
Diana,Karma,Taric,Shen,Skarner,Galio,Vi,Mordekaiser,Kha'Zix,Draven,2
Dr.Mundo,Orianna,Rengar,Viktor,Irelia,Trundle,Kha'Zix,Maokai,Blitzcrank,Gragas,2
Shyvana,Sona,Brand,Hecarim,Trundle,Urgot,Malzahar,Mordekaiser,Cassiopeia,Poppy,1
Brand,Diana,Nasus,Shyvana,Taric,Shaco,Annie,Graves,Caitlyn,Lux,2
Thresh,Fiora,Skarner,Corki,Mordekaiser,Varus,Trundle,Pantheon,Diana,Singed,1
Fiora,Annie,Jarvan,Lulu,Taric,Caitlyn,Jayce,Rumble,Fizz,Shyvana,2
Rammus,Shyvana,Anivia,Orianna,Heimerdinger,Twitch,Singed,Evelynn,Ezreal,Twisted,2
Karthus,Rumble,Lux,Kennen,Cho'Gath,Ezreal,Twisted,Mordekaiser,Varus,Fiora,2
Dr.Mundo,Leona,Sejuani,Annie,Vi,Soraka,Blitzcrank,Gragas,Lee,Diana,1
Fiora,Alistar,Ashe,Poppy,Diana,Vayne,Vi,Darius,Annie,Nautilus,1
Veigar,Irelia,Shaco,Draven,Sona,Morgana,Blitzcrank,Fiora,Riven,Swain,1
Jax,Lee,Master,Karma,Viktor,Blitzcrank,Diana,Evelynn,Pantheon,Rammus,1
Tryndamere,Rammus,Jax,Pantheon,Fiddlesticks,Orianna,Karma,Mordekaiser,Kassadin,Alistar,1
Skarner,Nami,Viktor,Cassiopeia,Sona,Fiddlesticks,Soraka,Sivir,Kog'Maw,Cho'Gath,2
Galio,Gragas,Nunu,Orianna,Taric,Alistar,Diana,Jarvan,Garen,Elise,1
Leona,Kassadin,Viktor,Karma,Draven,Jax,Thresh,Twitch,Fiora,Shen,1
Alistar,Fiora,Lulu,Vayne,Poppy,Rumble,Diana,Nami,Akali,Kennen,1
Rammus,Elise,Nautilus,Fiora,Malphite,Trundle,Diana,Galio,Thresh,Malzahar,2
Evelynn,Ashe,Amumu,Fizz,Graves,Renekton,Shen,Kayle,Garen,Draven,1
Cassiopeia,Renekton,Soraka,Nunu,Dr.Mundo,Alistar,Viktor,Vayne,Diana,Akali,1
Katarina,Irelia,Mordekaiser,Orianna,Tryndamere,Alistar,Poppy,Malphite,Ashe,Shyvana,2
Annie,Corki,Teemo,Mordekaiser,Fizz,Renekton,Draven,Ashe,Sona,Diana,1
Kayle,Garen,Shen,Caitlyn,Brand,Annie,Karma,Urgot,Heimerdinger,Thresh,2
Swain,Rengar,Twisted,Cho'Gath,Taric,Nami,Fiora,Vayne,Kennen,Shyvana,1
Caitlyn,Soraka,Kayle,Akali,Vi,Thresh,Cassiopeia,Mordekaiser,Syndra,Miss,1
Orianna,Varus,Thresh,Darius,Alistar,Ryze,Vi,Fiora,Shyvana,Fizz,2
Malzahar,Nami,Kassadin,Heimerdinger,Kayle,Diana,Jarvan,Teemo,Rumble,Janna,2
Vayne,Heimerdinger,Diana,Hecarim,Syndra,Shen,Fiora,Nasus,Amumu,Rumble,1
Olaf,Mordekaiser,Morgana,Darius,Dr.Mundo,Lee,Orianna,Shyvana,Galio,Heimerdinger,1
Nunu,Fiora,Sejuani,Taric,Rengar,Sivir,Shaco,Singed,Graves,Caitlyn,1
Orianna,Taric,Teemo,Evelynn,Maokai,Veigar,Galio,Vayne,Katarina,Udyr,1
Singed,Kayle,Katarina,Diana,LeBlanc,Veigar,Thresh,Vi,Pantheon,Gragas,2
Urgot,Rumble,Lux,Vi,Cho'Gath,Draven,Malphite,Nami,Twisted,Galio,2
Ashe,Fiddlesticks,Mordekaiser,Shyvana,Lee,Singed,Jayce,Jax,Draven,Riven,1
Gragas,Urgot,Karthus,Rumble,Trundle,Sivir,Rammus,Alistar,Annie,Soraka,2
Kayle,Vi,Jax,Kog'Maw,Galio,Katarina,Corki,Rammus,Urgot,Singed,2
Urgot,Orianna,Mordekaiser,Sona,Kennen,Cho'Gath,Master,Morgana,Cassiopeia,Amumu,1
Renekton,Graves,Cassiopeia,Miss,Singed,Karthus,Akali,Trundle,Diana,Soraka,1
Evelynn,Tristana,Orianna,Rammus,Karthus,Morgana,Trundle,Varus,Ezreal,Fiora,1
Caitlyn,Trundle,Nunu,Rammus,Corki,Kayle,Swain,Garen,Fiora,Galio,1
Janna,Fizz,Alistar,Caitlyn,Kha'Zix,Ashe,Thresh,Fiddlesticks,Vayne,Ezreal,1
Alistar,Fiora,Teemo,Twisted,Corki,Cho'Gath,Poppy,Sona,Shaco,Orianna,2
Shaco,Pantheon,Fiora,Shyvana,Mordekaiser,Shen,Lulu,Maokai,Jarvan,Poppy,1
Diana,Ezreal,Galio,Vayne,Nidalee,Thresh,Cho'Gath,Lux,Draven,Morgana,2
Jarvan,Shaco,Fiora,Brand,Annie,Nocturne,Twitch,Master,Kha'Zix,Ashe,2
Fiora,Poppy,Thresh,Tryndamere,Nunu,Ezreal,Twitch,Orianna,Twisted,Vi,2
Twisted,Shaco,Evelynn,Jax,Lee,Urgot,Swain,Vi,Gragas,Sona,2
Rengar,Master,Kayle,Jax,Garen,Amumu,Shen,Soraka,Thresh,Shyvana,1
Swain,Soraka,Thresh,Cassiopeia,Jax,Renekton,Annie,Fiora,Sejuani,Evelynn,1
Heimerdinger,Kha'Zix,Shyvana,Twisted,Lux,Renekton,Varus,Tryndamere,Riven,Akali,1
Kog'Maw,Urgot,Jarvan,Maokai,Blitzcrank,Ashe,Hecarim,Evelynn,Gragas,Corki,1
Shyvana,Shen,Kennen,Tristana,Malzahar,Fiora,Annie,Sejuani,Caitlyn,Rumble,2
Fiora,Morgana,Diana,Elise,Soraka,Ezreal,Veigar,Janna,Vi,Lux,1
Karma,Malzahar,Nami,Taric,Lulu,Annie,Caitlyn,Miss,Vayne,Brand,1
Kog'Maw,Galio,Diana,Kennen,Shyvana,Sion,Elise,Alistar,Poppy,Morgana,2
Kayle,Pantheon,Fiora,Nautilus,Mordekaiser,Darius,Jayce,Urgot,Heimerdinger,Nidalee,2
Diana,Shaco,Jarvan,Vayne,Renekton,Nami,Rengar,Mordekaiser,Fizz,Graves,2
Rumble,Thresh,Rammus,Cho'Gath,Rengar,Ashe,Garen,Veigar,Alistar,Shyvana,2
Fiora,Malphite,Twisted,Kog'Maw,Cho'Gath,Amumu,Dr.Mundo,Lux,Trundle,Teemo,1
Hecarim,Sona,Tristana,Veigar,Fizz,Udyr,Tryndamere,Shaco,Dr.Mundo,Lulu,2
Vi,Sejuani,Kennen,Master,Rammus,Trundle,Orianna,Fiora,Kha'Zix,Kayle,2
Viktor,Evelynn,Rengar,Diana,Ryze,Blitzcrank,Karma,Cho'Gath,Jax,Amumu,2
Malphite,Orianna,Maokai,Alistar,Anivia,Nami,Caitlyn,Annie,Galio,Shyvana,1
Draven,Nasus,Kayle,Heimerdinger,Shaco,Caitlyn,Orianna,Garen,Shyvana,Ryze,2
Elise,Fiora,Nami,Jayce,Veigar,Akali,Katarina,Nasus,Nunu,Irelia,2
Brand,Blitzcrank,Singed,Fiora,Diana,Cho'Gath,Shen,Nami,Caitlyn,Thresh,1
Sejuani,Brand,Twitch,Rammus,Kayle,Urgot,Orianna,Tristana,Morgana,Garen,1
Soraka,Thresh,Morgana,Twisted,Shen,Shyvana,Kassadin,Malphite,Heimerdinger,Kennen,2
Gragas,Vayne,Leona,Sejuani,Ryze,Soraka,Hecarim,Janna,Ashe,Karthus,1
Vi,Heimerdinger,Jax,Cho'Gath,Malphite,Soraka,Draven,Leona,Darius,Trundle,2
Caitlyn,Teemo,Tristana,Elise,Kha'Zix,Lux,Veigar,Nami,Twitch,Ryze,2
Malphite,Urgot,Cho'Gath,Lulu,Fiora,Kayle,Annie,Mordekaiser,Jarvan,Diana,2
Skarner,Master,Darius,Alistar,Malphite,Vi,Kassadin,Garen,Cassiopeia,Diana,1
Diana,Ashe,Gragas,Skarner,Heimerdinger,Karthus,Trundle,Kha'Zix,Ryze,Shyvana,1
Annie,Trundle,Fizz,Talon,Vayne,Jarvan,Sivir,Garen,Nasus,Skarner,1
Cassiopeia,Mordekaiser,Tristana,Blitzcrank,Kayle,Urgot,Kassadin,Ashe,Diana,Graves,1
LeBlanc,Malphite,Nautilus,Shyvana,Shaco,Swain,Pantheon,Sejuani,Morgana,Master,1
Lux,Nautilus,Malphite,Ryze,Elise,Vayne,Taric,Karma,Katarina,Lee,1
Elise,Evelynn,Kayle,Thresh,Garen,Blitzcrank,Vi,Gragas,Fiora,Brand,2
Rengar,Nunu,Diana,Taric,Trundle,Nasus,Soraka,Orianna,Master,Fiora,2
Diana,Swain,Twitch,Miss,Veigar,Gragas,Teemo,Shyvana,Malphite,Mordekaiser,1
Jarvan,Thresh,Sona,Orianna,Kha'Zix,Galio,Vayne,Fizz,Draven,Twisted,2
Shyvana,Caitlyn,Galio,Kassadin,Orianna,Shen,Thresh,Morgana,Nasus,Diana,2
Gragas,Galio,Draven,Elise,Alistar,Katarina,Garen,Tryndamere,Lee,Shyvana,1
Fizz,Diana,Shaco,Dr.Mundo,Renekton,Orianna,Thresh,Lee,Mordekaiser,Malzahar,2
Ashe,Teemo,Corki,Gragas,Kassadin,Pantheon,Draven,Shen,Kayle,Blitzcrank,2
Karma,Poppy,Galio,Soraka,Ryze,Lulu,Karthus,Morgana,Sona,Fiora,2
Akali,Galio,Sejuani,Thresh,Blitzcrank,Rammus,Caitlyn,Varus,Diana,Amumu,2
Shyvana,Evelynn,Veigar,Cho'Gath,Corki,Jayce,Heimerdinger,Galio,Anivia,Kog'Maw,1
Corki,Poppy,Alistar,Singed,Karma,Trundle,Jax,Diana,Orianna,Kha'Zix,2
Garen,Fiora,Evelynn,Rumble,Akali,Corki,Nunu,Annie,Heimerdinger,Twisted,2
Sejuani,Morgana,Annie,Trundle,Orianna,Caitlyn,Urgot,Jayce,Diana,Brand,1
Rumble,Hecarim,Alistar,Varus,Nunu,Twitch,Morgana,Trundle,Ashe,Orianna,1
Singed,Dr.Mundo,Karthus,Riven,Annie,Syndra,Lulu,Ashe,Soraka,Malzahar,2
Kassadin,Thresh,Vi,Jax,Karma,Galio,Kayle,Garen,Akali,Lulu,1
Amumu,Fizz,Lulu,Cassiopeia,Udyr,Garen,Morgana,Draven,Jayce,Fiora,1
Kayle,Cho'Gath,Nunu,Shyvana,Ezreal,Malphite,Tryndamere,Amumu,Trundle,Jarvan,1
Kayle,Alistar,Karma,Orianna,Nautilus,Kha'Zix,Master,Twisted,Fiora,Maokai,2
Caitlyn,Olaf,Cassiopeia,Elise,Kennen,Vayne,Riven,Swain,Maokai,Karma,2
Brand,Alistar,Caitlyn,Kennen,Singed,Ashe,Lee,Riven,Kayle,Blitzcrank,2
Galio,Janna,Thresh,Nasus,Brand,Trundle,Veigar,Orianna,Karma,Elise,2
Fiora,Nami,Orianna,Vayne,Darius,Jax,Varus,Anivia,Nocturne,Malphite,1
